dodane-data,id,title,category-tree-item,user-profile-link,filters,description,pay_low,pay_high,pay_currency,pay_period,Lokalizacja,Wymiar pracy,Typ umowy
15-02-2023,67393533,PRACOWNIK ZAŁADUNKU I ROZŁADUNKU (M/K),Wszystkie ogłoszenia/Ogłoszenia Lublin/Praca Lublin/Praca fizyczna Lublin,https://sprzedajemy.pl/oferty-uzytkownika-8124613,,"
Jako AB Job Service Polska Sp. z o.o. - jesteśmy polską agencją zatrudnienia (nr cert. 5971)  z 17-letnim doświadczeniem   z oddziałami w Kielcach, Opolu, Lublinie i Bydgoszczy, rekrutującą na rynek niderlandzki. Jesteśmy partnerem w dobieraniu kadry dla firm z branży agrarnej, budowlanej, spożywczej, zieleni (miejskiej), infrastruktury, logistyki, techniki i transportu. Dzięki naszym długotrwałym relacjom z klientami o kilkudziesięcioletniej tradycji znamy ich potrzeby związane z zatrudnieniem pracowników. Nasze korzenie przekładają się na prostotę oraz przyjazną, niewymuszoną atmosferę w kontaktach z kandydatami.

PRACOWNIK ZAŁADUNKU I ROZŁADUNKU (M/K) 
Miejsce pracy: Oud-Beijerland

Dla naszego klienta- firmy zajmującej się dostarczaniem produktów opakowaniowych, poszukujemy osoby na stanowisko załadunku i rozładunku kontenerów (ręcznie lub przy pomocy wózka EPT). Przedmioty, którymi będziesz się zajmował muszą być posortowane, tak aby wózki wysokiego składowania mogły je umieścić na paletach w odpowiednim miejscu w magazynie. Do Twoich dodatkowych zadań należeć będzie sprzątanie miejsca pracy oraz- w razie potrzeby- przepakowywanie produktów.
Praca odbywa się, w normalnej temperaturze, w godzinach 7:00-16:00. 
Przed wyjazdem zapewnimy Ci kompleksową obsługę – szczegółowe informacje o pracy, adres wraz z numerem do koordynatora oraz umowę skierowania do pracy. Gwarantujemy współpracę tylko ze sprawdzonymi Pracodawcami w Niderlandach.
W jaki sposób aplikować?  
- wyślij wstępne zgłoszenie korzystając z formularza: http*************************** oddzwonimy do Ciebie ze szczegółowymi informacjami  
- posiadasz CV? świetnie! prześlij je na re*******a@a******.pl, niezwłocznie skontaktujemy się z Tobą  
- zgłoś się bezpośrednio do jednego z naszych oddziałów (dane poniżej)  
- skorzystaj z opcji CallBack na naszej stronie www.**********  i zamów połączenie na wybrany przez Ciebie termin  
 
Zyskujesz: 
– wynagrodzenie 11,16 EU brutto/h, cotygodniowo przelewane na Twoje konto  
– dodatek wakacyjny 8,33% dochodów brutto – naliczane od godz. podstawowych 
– dostęp do platformy internetowej umożliwiającej wgląd do dokumentów tj. kontraktów, odcinków wypłat, Jaaropgaafu 
– profesjonalną obsługę przed wyjazdem (m.in. komplet informacji, umowa kierująca, pomoc w organizacji transportu) 
– opiekę koordynatora w miejscu pracy 
– w pełni wyposażone zakwaterowanie zgodne z certyfikatem SNF z darmowym WiFi (99,50 EU tygodniowo) oraz ubezpieczenie zdrowotne (34,78 EU tygodniowo) 
– zapewniony codzienny dojazd do miejsca pracy  
 
 
Dbamy o Twój komfort. Zapewniamy pełną rekrutację w systemie online! 
Zgłoś się do nas: http*************************** a my oddzwonimy.  
 
Zapraszamy do kontaktu ze swoim oddziałem w dniach: 
poniedziałek- piątek w godzinach 9.00-17.00 
re*******a@a******.pl  
Kielce 
T: 667 713 111 
T: 575 569 444 
 

Opole 
T: 605 148 444 
T: 577 185 333 
 
Bydgoszcz 
T:603 562 143 
T: 603 567 915  

Lublin 
T: 697 831 697 
T: 603 402 363 
T: 721 937 222 
 
Polubiłeś już naszą stronę na facebooku?: http************************************ 
Chcesz aplikować na naszą ofertę pracy? W linku poniżej znajdziesz wszystkie informacje na temat tego, kto i w jakim celu będzie przetwarzać Twoje dane osobowe. 
 
Informacje o przetwarzaniu Twoich danych osobowych 
http***************************************** 
 
Certyfikat MGiP nr 5971 
Oferta Pracy Tymczasowej 
www.**********
",,,,,,Sezonowa,Umowa o pracę
18-05-2023,66966320,PRACA DLA ELEKTRYKÓW / ELEKTROMONTERÓW,Wszystkie ogłoszenia/Ogłoszenia Lublin/Praca Lublin/Praca Budownictwo / Geodezja Lublin,https://sprzedajemy.pl/oferty-uzytkownika-9627495,,"
PRACA DLA ELEKTRYKÓW/ ELEKTROMONTERÓW
Poszukujemy do współpracy elektryków działających na własną rękę, bądź firm elektrycznych na terenie województwa lubelskiego.
Jesteśmy prywatnym pogotowiem energetycznym z licznymi zleceniami małymi (awarie) oraz dużymi jak remonty bądź nowe instalacje elektryczne.
Szukasz zleceń? Napisz do nas wiadomość e-mail z numerem telefonu i określ swój zasięg prac jaki możesz wykonywać .
Przykład
Krzysztof - Lublin +50 km
Za każde zlecenie otrzymane od nas pobieramy tylko symboliczne 10 %
Sam się rozliczasz z klientem za wykonaną usługę i sam decydujesz o jej wysokości. Nie ma żadnej umowy wiążącej.
My dajemy Ci tylko pracę
Osoby zainteresowane współpracą prosimy o kontakt pod adresem
El************h@g*****com
Masz więcej pytań?
Dzwoń śmiało *********
Pozdrawiam
",,,,,Lublin,Inna,Umowa zlecenie
12-05-2023,67820501,Ogrodnik,Wszystkie ogłoszenia/Ogłoszenia Kraków/Praca Kraków/Praca fizyczna Kraków,https://sprzedajemy.pl/oferty-uzytkownika-9458452,,"
Wymagane doświadczenie w pracach ogrodniczych
Mile widziane umiejętności brukarskie
Prawo jazdy kat b
",25,25,zł,godz. brutto,Kraków,Pełen etat,Umowa zlecenie
17-12-2023,67111469,Sprzątaczka biurowa z orzeczeniem - Wrocław ul. Reymonta,Wszystkie ogłoszenia/Ogłoszenia Wrocław/Praca Wrocław/Praca Sprzątanie Wrocław,https://sprzedajemy.pl/oferty-uzytkownika-7136068,,"
Konsorcjum Clar System S.A., w którego skład wchodzi Clar System S.A. i Solcom Bayard Sp. z o.o. istnieje na rynku od 1999 r., 
Obecnie przygotowaliśmy propozycję zatrudnienia na stanowisko: 
   
  
  
 Sprzątaczka biurowa

Miejsce pracy: Wrocław ul. Reymonta 


Zakres obowiązków:
- sprzątanie  powierzchni biurowej  na obiekcje użyteczności publicznej, 
- praca od podziałka do piątku w godzinach 7:00 – 15:00,


Oferujemy:
- umowę o pracę 
- stałe wsparcie koordynatora,
- stabilne zatrudnienie w firmie o ugruntowanej pozycji na rynku,


Jako, że nasza firma jest zakładem pracy chronionej, mile widziane osoby z orzeczeniem o niepełnosprawności.


Wyślij sms o treści ""PRACA Reymonta"", a niezwłocznie się skontaktujemy.

Kontakt:
CLAR SYSTEM
Pl. Solidarności 1/3/5 pok. 326
53 - 661 Wrocław


Administratorem Państwa Danych Osobowych jest Clar System S.A. z siedzibą w Poznaniu przy ulicy Janickiego 20b. Administrator powołał Inspektora Ochrony Danych Osobowych, z którym można skontaktować się za pomocą adresu e-mail @ Państwa dane osobowe są przetwarzane w celu rekrutacji na stanowisko Pracownik Gospodarczy, na podstawie artykułu 6 ust. 1 lit. b i art 9 ust. 2 litera b Rozporządzenia Parlamentu Europejskiego i Rady (UE) 2016/679 z dnia 27 kwietnia 2016 r. w sprawie ochrony osób fizycznych w związku z przetwarzaniem danych osobowych i w sprawie swobodnego przepływu takich danych oraz uchylenia dyrektywy 95/46/WE (Dz. U. UE. L. 2016. 119. 1) – zwanego dalej RODO. Państwa dane osobowe będą przechowywane: 1. do 30 dni, od dnia zakończenia rekrutacji w związku, z którą aplikowali Państwo do pracy, jeśli nie wyrazili Państwo zgody na przetwarzanie danych na potrzeby dalszych rekrutacji; 2. do 24 miesięcy, od dnia złożenia aplikacji, w przypadku, gdy wyrazili Państwo zgodę na przetwarzanie danych w celach przyszłych rekrutacji. W każdej chwili przysługuje Państwu prawo do dostępu do swoich danych osobowych oraz otrzymania ich kopii, prawo do sprostowania swoich danych, prawo ograniczenia przetwarzania swoich danych, prawo do ich usunięcia oraz przenoszenia jeśli będzie to możliwe. Osobie, której dane dotyczą przysługuje prawo wniesienia skargi do organu nadzorczego tj. Urzędu Ochrony Danych Osobowych ul. Stawki 2, 00-193 Warszawa. Państwa dane osobowe nie są przetwarzane poza strefą Europejskiego Obszaru Gospodarczego. Administrator nie profiluje danych osobowych. Podanie przez Państwa danych osobowych jest dobrowolne, ale konieczne do wzięcia udziału w procesie rekrutacji. Pełny obowiązek informacyjny jest dostępny na naszej stronie internetowej www.*************
",,,,,,Pełen etat,Umowa o pracę
26-01-2023,67281505,Ochrona obiektowa w centrum rozrywki,Wszystkie ogłoszenia/Ogłoszenia Warszawa/Praca Warszawa/Praca Ochrona osób i mienia Warszawa,https://sprzedajemy.pl/oferty-uzytkownika-9530747,,"
Zapraszamy do podjęcia pracy w całodobowej ochronie w centrum rozrywki w Warszawie (PRAGA PÓŁNOC) Zmiany 12h 8:00-20:00 20:00-8:00, centrum otwarte 7 dni w tygodniu

 Do zadań należy:

rejestr osób wchodzących i wychodzących do pracy

kontrola monitoringu

obchody nocne

rejestr kluczy

Wymagamy:

 nienagannej prezencji,

wysokiej kultury osobistej

podstawowej znajomosci język angielskiego,

sprawność fizyczna

Stawka: 22 zł netto

Oferujemy: przyjazną atmosferę w pracy, możliwość rozwoju, młody i prężnie działający zespół.
",,,,,,Pełen etat,Umowa zlecenie
18-05-2023,67853241,TECHNOLOG ZAKŁADOWY - FABRYKI MEBLI FORTE S. A. W HAJNÓWCE,Wszystkie ogłoszenia/Ogłoszenia Hajnówka/Praca Hajnówka/Praca fizyczna Hajnówka,https://sprzedajemy.pl/oferty-uzytkownika-7307547,,"
FABRYKI MEBLI FORTE S.A. w Hajnówce poszukują kandydatów na stanowisko: TECHNOLOG ZAKŁADOWY

TWOJE ZADANIA:
- Monitorowanie i nadzór nad procesami w zakresie technologii produkcji
- Monitorowanie i nadzór nad wdrożeniami nowych wyrobów
- Optymalizacja procesów produkcyjnych w zakresie technologii produkcji
- Analiza potrzeb w zakresie procesów produkcyjnych
- Uczestnictwo w organizacji stanowisk pracy w zakresie ergonomii pracy, przepływu materiałów, projektowania i wdrażania szablonów i rozwiązań dla skomplikowanych operacji roboczych
- Praca w zakresie skracania czasów przezbrojeń (SMED)
- Przygotowywanie propozycji zakresu zmian w dokumentacji technologicznej związanego z wprowadzonymi działaniami doskonalącymi
- Testowanie wyrobów i materiałów na różnych etapach wytwarzania pod kątem spełnienia standardów
- Podejmowanie działań w zakresie optymalizacji kosztów wykorzystywania materiałów i sposobu wytwarzania produktów

TWÓJ PROFIL:
- Wykształcenie wyższe (preferowane: technologia drewna lub zarządzanie i inżynieria produkcji)
- Doświadczenie na podobnym stanowisku - mile widziane
- Znajomość procesów technologicznych w przemyśle meblarskim
- Znajomość materiałów wykorzystywanych w procesie produkcyjnym
- Umiejętność pracy w zespole oraz dobra organizacja pracy
- Znajomość języka angielskiego/niemieckiego na poziomie B1

KORZYŚCI:
- Stabilne zatrudnienie w oparciu o umowę o pracę
- Możliwość dołączenia do dodatkowej opieki medycznej
- Możliwość przystąpienia do grupowego ubezpieczenia na życie
- Zniżki dla pracowników na zakup mebli FORTE
- Dofinansowanie świąteczne 2 razy w roku
- Dofinansowanie do wypoczynku
- Dofinansowanie kolonii dla dzieci pracowników
- Bony noworoczne dla dzieci pracowników
- Możliwość rozwoju wewnątrz organizacji w ramach rekrutacji wewnętrznych
- Płatny program poleceń pracowniczych
",,,,,Hajnówka,Pełen etat,Umowa o pracę
03-05-2023,67198716,"Operator CNC bez znajomości języka, pokój jednoosobowy",Wszystkie ogłoszenia/Ogłoszenia Targanice/Praca Targanice/Praca Produkcja / Przemysł ciężki Targanice,https://sprzedajemy.pl/oferty-uzytkownika-7646442,,"
Agencja Pracy Koncepcja organizuje zatrudnienie w kraju i za granicą już od ponad 15 lat. 
Jest jedną z najstarszych stażem firm działających w branży pośrednictwa pracy do Niemiec na rynku polskim. 
Specjalizujemy się także w rekrutacji i selekcji kandydatów do pracy na terenie Wrocławia i Dolnego Śląska.
Dzięki naszemu długoletniemu doświadczeniu jesteśmy w stanie zaoferować Państwu bezpieczne i  legalne zatrudnienie u sprawdzonych pracodawców. 
Posiadamy Certyfikat wydany przez Marszałka Województwa Dolnośląskiego potwierdzający wpis do Rejestru Agencji Zatrudnienia pod nr 1926. 


Obecnie poszukujemy kandydatów do pracy na stanowisku:

OPERATOR MASZYN CNC
TOKARZ CNC
FREZER CNC

CNC Bediener Fräsmaschine, Drehmaschine, 

Produkcja precyzyjna – obróbka metalu 



Miejsce pracy: 89257 Illertissen, Niemcy



OFERUJEMY:
• Niemiecką umowę o pracę na czas nieokreślony z 6-miesięcznym okresem próbnym z rzetelnym, sprawdzonym pracodawcą 
• Pracę w renomowanej firmie obecnej od około 30 lat na rynku niemieckim osób - producenta części precyzyjnych dla takich branż jak: automotive, budowa maszyn, 
• Atrakcyjne wynagrodzenie 
• Dodatek 25% netto do stawki godzinowej za pracę w nocnej zmianie 
• Komfortowe zakwaterowanie – pokoje 1 osobowe z Wi-fi – opłacone, koszt odciągany jest od wypłaty na koniec miesiąca. Pokoje i apartamenty sprawdzane są osobiście przez naszego kontrahenta.
• Zatrudnienie na pełny etat
• Opłacane składki ubezpieczeniowe i emerytalne
• Płatny urlop
• Wszystkie świadczenia przysługujące pracownikom z tytułu zatrudnienia na terenie Niemiec
• Wsparcie na każdym etapie rekrutacji, pomoc konsultanta w sprawach organizacyjnych
• Okres zatrudnienia wliczany jest do stażu zaliczanego do uprawnień emerytalnych (po przepracowaniu 5 lat w Niemczech przysługuje prawo do niemieckiej emerytury)
• Umożliwiamy ubezpieczenie w firmie ubezpieczeniowej gwarantującej bezpłatną opiekę  medyczną także w trakcie  pobytu w Polsce. Możliwość ubezpieczenia innych członków rodziny. 
• Nie pobieramy opłat za nasze usługi pośrednictwa pracy.


OBOWIĄZKI:
• Obsługa maszyn CNC – frezarki, tokarki lub centrum obróbczego (w zależności od doświadczenia kandydata)
• Obróbka stali szlachetnej i metali kolorowych
• Przygotowanie maszyny do pracy
• Zmiana wartości
• Wymiana narzędzi 
• Kontrola jakości produkowanych elementów
• Praca zgodnie z rysunkiem technicznym 
• Inne obowiązki charakterystyczne dla ww. stanowiska


WYMAGANIA:
• Wykształcenie kierunkowe lub ewentualnie doświadczenie zawodowe na podobnym stanowisku min. 2 lata
• Komunikatywna znajomość j. niemieckiego mile widziana 
• Akceptujemy kandydatów bez znajomości języka niemieckiego
• Prawo jazdy, własny samochód mile widziane, ale niekonieczne – pracodawca organizuje dojazd do zakładu pracy z zakwaterowania 
• Gotowość do pracy w systemie 3-zmianowym
• Ogólna wiedza techniczna
• Dobra kondycja fizyczna
• Precyzja, dokładność, sumienność



SPOSÓB APLIKOWANIA: 

CV w języku polskim oraz (jeżeli Państwo posiadają) niemieckim, kopie dokumentów potwierdzających wykształcenie, umiejętności i doświadczenie zawodowe prosimy przesyłać na adres email: 

re*******a@k********.eu

W CV prosimy o podanie klauzuli dotyczącej przetwarzania danych osobowych 
Na potrzeby tylko powyższej rekrutacji:
Wyrażam zgodę na przetwarzanie danych osobowych zawartych w mojej aplikacji przez Koncepcja z siedzibą we Wrocławiu ul. Podwale 62/2, 50-010 Wrocław na potrzeby przeprowadzenia procesu rekrutacji.
Na potrzeby długofalowego procesu rekrutacyjnego:
Wyrażam zgodę na przetwarzanie danych osobowych zawartych w mojej aplikacji przez Koncepcja z siedzibą we Wrocławiu na potrzeby przyszłych procesów rekrutacji oraz przesyłanie aktualnych ofert pracy odpowiadających mojemu profilowi zawodowemu.
Informujemy, ze przesłanie cv oznacza jednoczesną zgodę na przetwarzanie Państwa danych osobowych. Zgodę można odwołać w każdej chwili wysyłając nam maila na adres: re*******a@k********.eu

Dziękujemy za przesłane dokumenty, po wstępnej selekcji, skontaktujemy się z wybranymi kandydatami.


Agencja Pracy Koncepcja, Wrocław ul. Podwale 62/2, 
Nr tel. ** *******, kom.790 592 719, 792 785 242, 690 204 470, 
 (w przypadku niedostępności pozostałych telefonów 791080654)

Posiadamy wiele ofert pracy także w innych lokalizacjach – podaj nam swoje życzenia i preferencje a dopasujemy odpowiednią ofertę.

E.Mail: re*******a@k********.eu

Więcej ofert pracy na naszej stronie internetowej:  www.************
",,,,,Targanice,Pełen etat,Umowa o pracę
24-04-2023,67740896,Super oferta w Niemczach,Wszystkie ogłoszenia/Ogłoszenia Częstochowa/Praca Częstochowa/Praca Produkcja / Przemysł ciężki Częstochowa,https://sprzedajemy.pl/oferty-uzytkownika-9644382,,"
Programista robotów 
Lokalizacja: Dingolf
Zatrudnienie bezpośrednio w firmie! 
Opis pracy: 
• Tworzenie i optymalizacja programów dla robotów przemysłowych offline i online (systemy robotów: ABB, Kuka, Fanuc itp.)
• Uruchomienie programów offline i kalibracja robotów u klienta
• Uruchomienie i parametryzacja urządzeń peryferyjnych dla różnych systemów robotów
• Definicja interfejsów pomiędzy robotami a innymi systemami (wizualizacja, PLC, itp.)
• Wdrażanie standardów klientów (Audi, BMW itp.)
• Niezależna obsługa projektów, zadań konserwacyjnych i serwisowych u naszych klientów
Wymagania: 
• Ukończone szkolenie jako inżynier, technik lub mistrz rzemieślniczy w zakresie elektrotechniki/mechatroniki/inżynierii mechanicznej lub porównywalne wykształcenie techniczne
• Doświadczenie w programowaniu robotów przemysłowych i sterowników PLC będzie dodatkowym atutem
• Mile widziana znajomość programowania offline (Process Simulate, Robcad itp.).
• Samodzielny sposób pracy i inicjatywy oraz wysoka orientacja na klienta
• Dobra znajomość języka angielskiego i chęć podróżowania
Skontaktuj się z nami:
+ 48 *** *** *** Daria 
+ 48 570 901 414 Kamila 
+ 48 570 901 033 Dominika 
Zapraszam również do kontaktu na Skype, WhatsApp !!
Jesteśmy dostępni od poniedziałku do piątku od 8:00 do 16:00 ! 
Klaver Sp. z o.o., ul. Gminna 131, 42-221 Częstochowa (KRAZ 18450 )
",,,,,Częstochowa,Pełen etat,Inna
27-04-2023,67756798,Asystent/ka ds. floty samochodowej - praca zdalna,Wszystkie ogłoszenia/Ogłoszenia Warszawa/Praca Warszawa/Praca Administracja biurowa Warszawa,https://sprzedajemy.pl/oferty-uzytkownika-9239764,,"
Obecnie prowadzimy proces rekrutacji dla naszego klienta, który specjalizuje się w poszukiwaniu wykwalifikowanych pracowników na potrzeby rynku pracy w Polsce oraz działa w obszarze legalizacji pobytu obcokrajowców. Zapraszamy Państwa serdecznie do zapoznania się z ofertą pracy oraz aplikowania.
 
LICZBA POSZUKIWANYCH KANDYDATÓW: 1

Asystent/ka ds. floty samochodowej - praca zdalna

LINK DO APLIKOWANIA: http********************************************************************************************************* 

ZADANIA:
• Nadzór nad flotą samochodową w firmie,
• Organizowanie przeglądów technicznych pojazdów,
• Koordynowanie działań związanych z ubezpieczeniami samochodowymi (AC i OC),
• Umawianie pojazdów na serwis,
• Koordynacja zakupów dla biura.

WYMAGANIA:
• Wiedza ogólna z zakresu obowiązkowych oraz dobrowolnych ubezpieczeń komunikacyjnych,
• Zainteresowanie branżą motoryzacyjną (mile widziane),
• Minimum rok doświadczenia zawodowego (warunek konieczny),
• Dokładność i skrupulatność podczas wykonywania powierzonych zadań,
• Terminowość i dbałość o dobry przepływ informacji,
• Umiejętność logicznego i analitycznego myślenia,
• Obsługa pakietu MS Office (Excel i Word).

NASZ KLIENT OFERUJE:
• Umowę o pracę na 1 etat,
Elastyczne godziny pracy (możliwość indywidualnego dostosowania),
• Pracę w pełni zdalną,
• Laptop,
• Wynagrodzenie w wysokości 3490 zł brutto,
• Możliwość rozwoju zawodowego.
",,,,,Warszawa,Pełen etat,Umowa o pracę
18-04-2023,67715249,Osoba do przygotowania aut do sprzedaży potrzebna,Wszystkie ogłoszenia/Ogłoszenia Warszawa/Praca Warszawa/Praca Motoryzacja Warszawa,https://sprzedajemy.pl/oferty-uzytkownika-9611795,,"
Poszukujemy osoby do pracy przy przygotowaniu aut do sprzedaży, poprawki blacharsko lakiernicze oraz proste prace mechaniczne. Praca Ursus/bemowo
",,,,,Warszawa,Pełen etat,Inna
18-01-2023,66349905,"Kelnerka ,pokojówka.",Wszystkie ogłoszenia/Ogłoszenia Wrocław/Praca Wrocław/Praca fizyczna Wrocław,https://sprzedajemy.pl/oferty-uzytkownika-7912028,,"
Witam Serdecznie Panie i Panów Pracodawców :)
Mam na imie Edyta , mój wiek 43 lat . Chciałabym zachęcic Państwa do podjecia ze mna wspólpracy. Kilka slów o mnie... Zaczne od kwesti dosc istotnej w naszym uroczym kraju czyli od nalogów- alkoholu nie pije .Dogadam sie z kazdym i wszędzie a myślę że to duzo. Jestem istota z bardzo pozytywnym nastawieniem do zycia.Proponuję nie tylko usluge jako pracownik ale rowniez nowa sile i energie w zespole. Mam dobry kontakt z innymi ludzmi ,klientami etc.. Jestem ambitna, punktualna,rzetelnie wykonującą swoje obowiązki i zawsze wkładajacą 100% siebie w powierzone dzieło. Posiadam wieloletnie doświadczenie na stanowisku kelnerka-pokojówka -recepcjonistka - grafik komputerowy ,sprzedawca.Bardzo dobra znajomosc komputera .Mogę również poprowadzić mały pensjonat.
Proszę o poważne oferty pracy .
",,,,,,Pełen etat,Umowa o pracę
